,Date,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,latitude,max_fluctuations,kp_indices
1171,2022-07-18,2,7.59,4.71,15.68,-3.85,-8.93,2.06,3.34,-4.69,13.48,0.93,-8.17,15.21,142.38,68.43,255.58,8.82,-69.41,82.37,2.83,0.43,11.17,394.00,347.70,500.80,70328,6347,602467,10.17629061352404,16.14289317315827,1.112805217075405
1172,2022-07-19,1,9.67,4.68,15.86,1.12,-9.42,6.15,0.51,-12.40,7.05,-6.5,-11.22,14.93,30.75,6.54,351.00,-40.92,-87.94,79.90,8.16,2.71,26.39,468.90,427.30,522.90,110416,10081,726584,-44.495556316718194,16.14289317315827,-1.6207871294367064
1173,2022-07-20,1,8.26,6.37,10.45,7.01,3.43,9.83,2.95,-5.12,6.60,0.56,-4.10,6.28,13.19,2.27,358.32,4.00,-30.89,45.69,5.87,4.19,7.37,411.40,369.40,446.10,72199,8052,107093,4.199850590289938,16.14289317315827,0.8139832159136999
1174,2022-07-21,1,11.25,6.44,20.60,5.14,-3.92,9.73,-7.44,-18.26,1.79,1.34,-13.51,18.31,306.46,5.01,356.76,7.88,-56.29,66.54,12.66,6.52,33.10,382.00,357.40,459.00,68255,35642,1071845,8.339181870488218,16.14289317315827,1.020949779923614
1175,2022-07-22,1,8.43,6.79,13.63,5.1,-2.35,10.99,-5.16,-12.69,5.72,2.42,-6.89,7.95,316.52,2.04,357.38,16.27,-51.87,59.31,9.10,7.68,20.60,527.90,411.00,573.40,343339,174139,1499423,17.558534548343,16.14289317315827,1.4819174138163531
1176,2022-07-23,1,6.33,3.33,14.91,3.07,-1.65,10.41,-3.76,-12.34,1.89,0.11,-9.00,7.46,310.74,9.28,355.38,1.07,-50.54,67.28,8.18,6.63,20.45,549.50,512.20,666.20,345029,262730,913205,1.2978331565789911,16.14289317315827,0.6688823442281526
1177,2022-07-24,1,4.87,3.63,5.51,4.16,-2.40,5.15,0.11,-4.59,4.08,-0.25,-3.86,4.11,359.85,0.84,359.22,-3.15,-50.33,66.81,6.58,5.11,9.14,524.10,482.50,570.80,236812,162803,537934,-3.4317487539461204,16.14289317315827,0.43240324870189706
1179,2022-07-26,2,6.60,5.12,7.34,5.32,-1.30,6.44,-3.17,-5.81,3.92,-0.42,-5.20,4.03,327.90,5.60,355.70,-3.61,-72.59,39.28,0.97,0.39,14.74,418.33,363.71,536.50,88572,9864,787668,-3.8710063446219745,16.14289317315827,0.41044036916810434
1180,2022-07-27,2,6.21,3.24,8.85,2.18,-2.71,5.46,-4.84,-7.53,4.43,0.15,-7.02,6.53,296.74,7.04,354.75,1.54,-68.08,69.37,6.13,0.74,9.58,430.20,382.50,483.10,113772,17040,241564,1.6179683628284953,16.14289317315827,0.6848891045406278
1181,2022-07-28,1,7.42,5.14,9.59,1.76,-2.76,7.49,-5.5,-9.46,0.88,1.79,-5.13,7.69,288.61,3.99,351.19,14.21,-57.26,77.76,7.05,4.88,11.40,392.40,345.60,438.30,59190,38311,245962,16.492614954161702,16.14289317315827,1.428621434107288
1182,2022-07-29,1,6.25,4.07,7.26,-0.91,-4.00,3.06,-5.16,-7.15,-1.42,1.59,-3.72,5.37,260.11,204.32,309.20,15.84,-42.05,59.71,7.60,3.16,11.10,366.90,328.10,384.70,56485,32889,253677,16.192295897335956,16.14289317315827,1.4136054812660008
1183,2022-07-30,1,7.50,4.66,10.50,3.6,-2.93,7.20,-4.83,-8.35,0.79,1.96,-5.50,7.13,300.69,10.43,349.22,15.77,-49.23,73.64,9.97,3.64,18.07,345.80,325.20,372.80,50021,30685,157708,17.19201067961406,16.14289317315827,1.463591220379906
1184,2022-07-31,1,9.13,6.53,14.62,5.3,-5.43,10.48,-4.39,-11.20,8.52,2.93,-8.32,9.68,321.02,1.75,358.73,18.95,-68.66,57.39,12.08,6.50,19.25,365.20,321.30,501.20,84839,51823,253533,21.39142772690618,16.14289317315827,1.673562072744512
1185,2022-08-01,1,6.19,3.64,8.00,4.67,-4.76,7.33,-2.35,-5.94,3.35,1.3,-4.57,5.59,331.77,2.24,358.57,11.87,-63.06,65.83,5.88,4.62,10.29,487.60,435.60,548.00,169661,113346,266903,13.566948112293103,16.14289317315827,1.282338092013858
1186,2022-08-02,1,7.10,5.64,8.29,4.76,-1.86,7.23,-2.78,-6.99,4.40,1.58,-6.12,6.81,330.71,1.92,358.45,12.87,-67.63,69.90,9.79,6.53,13.87,496.40,459.90,546.90,222088,141787,440773,15.404696763202978,16.14289317315827,1.374225524559352
1187,2022-08-03,1,4.29,2.71,6.29,2.55,-2.55,5.12,-1.42,-5.65,4.45,0.56,-4.34,4.50,334.37,1.94,357.75,7.59,-75.45,71.31,8.11,7.14,10.29,521.70,489.80,557.10,150995,110470,235941,10.671029699565088,16.14289317315827,1.1375421713774574
1188,2022-08-04,1,5.73,4.36,6.76,4.09,-2.73,6.18,-2.96,-6.09,2.23,-0.14,-5.03,4.99,323.72,0.95,358.91,-1.28,-67.59,50.80,5.93,4.95,7.88,441.90,403.70,506.20,113974,41322,157472,-1.5877795525552907,16.14289317315827,0.5246017087714385
1189,2022-08-05,1,4.63,2.89,8.86,2.36,-3.22,4.74,-2.96,-7.09,3.30,1.52,-6.89,5.25,306.88,4.43,355.70,19.07,-73.77,62.86,5.18,3.86,8.45,401.00,372.80,421.20,67383,29751,109596,20.43553163288271,16.14289317315827,1.6257672680433386
1190,2022-08-06,1,5.15,4.48,9.28,2.84,-1.61,4.56,-2.38,-4.37,0.66,2.96,-0.51,9.04,317.75,3.82,356.00,35.18,-6.20,85.87,9.59,4.30,15.72,343.40,321.30,375.30,29017,10753,88156,31.969907743263175,16.14289317315827,2.202486073562362
1191,2022-08-07,1,11.68,7.15,14.07,-6.97,-12.83,3.34,5.21,-4.25,10.02,-5.23,-12.27,8.95,142.95,74.09,328.72,-27.79,-82.53,79.80,11.49,5.64,16.23,428.50,337.60,602.80,91116,14235,407187,-27.254465072684535,16.14289317315827,-0.7587325672350238
1192,2022-08-08,1,7.13,5.25,11.81,-3.6,-8.84,1.91,5.16,-3.20,10.41,-2.07,-8.31,6.38,124.96,62.93,265.49,-17.06,-53.02,75.43,10.49,7.53,19.56,570.40,535.30,607.90,749267,236963,1157757,-17.355302897275685,16.14289317315827,-0.26377445846458114
1193,2022-08-09,1,6.06,5.10,7.69,-3.66,-6.51,1.99,3.25,-3.66,6.04,-1.83,-6.43,4.38,137.87,53.61,240.01,-17.79,-77.03,45.45,9.06,4.78,10.38,572.80,537.40,607.50,543691,328848,946969,-19.300169934787707,16.14289317315827,-0.3610178103401823
1194,2022-08-10,1,5.43,3.77,6.19,-3.98,-5.67,2.81,2.16,-3.73,4.75,0.3,-4.25,4.47,146.81,42.62,224.04,3.44,-55.86,55.56,10.82,4.71,15.10,582.90,537.00,613.90,865361,394164,1363119,3.781995865038199,16.14289317315827,0.793090479651113
1196,2022-08-12,2,4.54,3.31,10.04,-2.93,-4.98,6.59,2.07,-4.69,7.64,0.75,-4.96,8.64,134.97,33.53,315.14,8.79,-73.26,75.09,5.00,0.45,18.17,564.40,533.80,603.35,227142,116862,1298532,11.565214766568502,16.14289317315827,1.1822514247276281
1197,2022-08-13,1,4.76,2.86,6.66,-0.49,-4.43,4.64,3.31,-4.26,5.81,-0.9,-4.78,4.57,101.67,16.57,271.00,-10.74,-79.14,74.45,8.64,5.51,11.89,520.40,490.80,555.30,393561,81074,946687,-14.560290134203209,16.14289317315827,-0.12402382031095738
1199,2022-08-15,2,4.17,1.08,5.29,-2.85,-4.65,2.41,1.45,-1.40,4.37,-0.01,-4.07,3.23,148.38,40.97,211.01,-0.12,-70.31,52.01,4.94,1.31,6.87,462.00,417.50,502.30,201946,36712,320854,-0.17917913456472367,16.14289317315827,0.5950317296709668
1200,2022-08-16,1,3.43,1.15,6.68,-0.37,-3.55,4.10,0.42,-2.79,2.66,-0.07,-3.16,6.48,146.31,1.07,357.26,-1.64,-61.09,83.87,4.03,1.56,7.63,372.30,349.50,419.40,62182,8662,98958,-7.07385365145875,16.14289317315827,0.25029800382626555
1202,2022-08-18,2,9.79,6.54,16.32,5.98,-1.90,12.13,-3.77,-10.40,8.49,1.16,-7.95,14.74,336.32,1.35,358.76,7.78,-55.41,71.87,10.12,4.63,12.76,564.30,531.70,621.10,293072,221443,433665,9.197898529822615,16.14289317315827,1.0638856128903338
1203,2022-08-19,2,6.11,4.39,10.59,3.8,-7.77,8.09,-2.15,-7.27,5.22,-0.38,-8.49,6.23,331.74,0.76,358.36,-3.54,-70.16,72.91,8.39,0.29,13.58,559.60,295.10,678.80,316790,5000,823898,-4.955560240668699,16.14289317315827,0.3562126743657681
1204,2022-08-20,1,5.96,3.40,8.43,3.39,-5.44,7.12,-1.06,-7.78,4.63,1.6,-6.39,6.08,329.13,1.31,358.76,18.04,-67.54,78.92,8.12,5.34,12.76,537.80,470.90,650.90,295127,147456,572335,22.328925629697224,16.14289317315827,1.7204369678840643
1205,2022-08-21,1,7.29,5.82,9.00,5.35,-0.70,8.12,-3.25,-7.53,5.22,0.51,-6.58,6.53,332.49,1.74,357.74,3.89,-69.81,62.17,8.06,3.78,10.99,558.20,525.00,618.80,512571,278541,802651,4.642419895675265,16.14289317315827,0.8361116811829663
1206,2022-08-22,1,6.44,5.83,6.81,5.99,2.90,6.63,-1.33,-4.55,1.87,0.56,-3.98,4.17,347.29,0.53,359.27,5.10,-39.08,40.13,8.82,5.35,9.61,552.00,524.60,589.70,568528,416346,813524,5.193272082139071,16.14289317315827,0.8636542905061566
1207,2022-08-23,1,5.62,4.42,6.45,4.69,-0.10,6.11,-2.38,-5.78,0.26,1.02,-2.20,4.32,329.02,2.28,357.18,10.38,-22.69,70.05,5.53,3.24,9.62,468.60,426.40,540.40,206938,56070,637088,10.779733043775726,16.14289317315827,1.1429773385879893
1208,2022-08-24,1,5.36,4.39,6.92,2.47,-3.17,5.38,-3.96,-6.42,1.80,1.74,-1.19,5.05,300.26,2.53,357.47,18.36,-13.05,59.41,5.21,0.58,8.03,411.40,356.90,509.80,67779,6232,558749,19.25580358217614,16.14289317315827,1.56678086550801
1209,2022-08-25,1,5.84,5.02,6.55,4.71,0.58,6.31,-2.28,-5.44,2.03,1.29,-3.62,4.19,332.44,2.60,356.62,12.99,-41.13,41.68,1.96,0.22,5.53,355.20,328.90,509.80,11547,5000,483178,13.460771796123707,16.14289317315827,1.2770292762053885
1210,2022-08-26,1,6.22,5.23,6.99,1.18,-3.39,4.90,-5.6,-6.86,-1.48,1.01,-3.01,4.43,282.75,204.76,338.57,9.36,-30.58,49.67,5.27,1.72,9.11,336.70,316.80,366.90,11510,7185,51438,9.85929741265706,16.14289317315827,1.096955557032056
1211,2022-08-27,1,8.95,3.16,13.61,3.46,-3.20,9.47,-6.72,-11.73,4.72,-0.56,-9.97,11.46,302.33,13.26,353.99,-3.97,-62.53,71.54,14.11,8.47,31.47,355.40,301.00,441.30,69075,7443,192190,-4.225726530933978,16.14289317315827,0.3927043598525041
1212,2022-08-28,1,6.40,3.59,9.27,4.48,-4.37,7.52,-2.95,-6.65,3.75,2.21,-4.87,6.59,329.26,2.47,357.17,20.89,-47.96,67.10,7.46,5.19,11.46,433.40,387.90,512.00,136649,54929,248773,20.853750560290248,16.14289317315827,1.6466782144137155
1213,2022-08-29,1,8.87,4.27,12.01,4.01,-8.38,9.62,-3.15,-10.15,7.34,3.55,-6.84,8.57,313.25,3.11,356.16,26.20,-65.39,71.03,11.05,6.25,19.81,493.30,392.80,572.80,273466,65127,393577,29.74170234059828,16.14289317315827,2.091075803429117
1214,2022-08-30,1,10.31,4.82,14.77,5.61,-8.83,13.24,-5.14,-10.36,12.23,2.46,-6.17,9.24,318.96,1.80,356.50,14.10,-49.10,56.10,10.83,7.31,15.96,565.00,480.00,655.60,480020,247707,989053,17.099797635373545,16.14289317315827,1.4589805681678802
1215,2022-08-31,1,7.25,6.52,9.05,6.03,-5.82,7.54,-2.35,-7.87,3.80,0.25,-7.45,4.93,333.86,1.14,359.06,1.94,-73.01,44.78,8.27,6.80,10.89,520.50,482.70,606.40,191433,78314,562300,2.210560064868107,16.14289317315827,0.7145186896426085
1216,2022-09-01,1,4.75,2.93,7.91,3.68,-3.15,6.34,-1.96,-6.71,1.85,1.1,-4.67,6.22,330.22,0.88,359.09,13.31,-55.90,57.05,8.26,5.10,11.12,526.20,469.20,592.50,249011,83093,456378,14.310799181523238,16.14289317315827,1.319530645475365
1217,2022-09-02,1,5.36,1.70,8.63,-1.9,-7.30,3.73,-0.79,-5.93,5.51,0.6,-6.96,4.50,215.45,28.80,352.14,6.52,-69.75,69.38,8.92,5.12,17.20,438.40,422.60,477.20,87939,20626,256101,15.638581515372243,16.14289317315827,1.3859197621678152
1218,2022-09-03,1,7.46,3.77,11.13,-3.64,-7.78,5.90,3.71,-3.66,9.04,-3.22,-8.46,8.49,129.65,10.18,346.56,-25.19,-79.96,82.01,9.06,6.19,30.02,508.20,406.10,579.60,212889,25831,511107,-27.773638914351825,16.14289317315827,-0.7846912593183881
1220,2022-09-05,2,7.11,5.34,8.23,-4.32,-7.59,2.15,3.19,-4.58,7.38,-2.0,-6.63,5.95,143.80,59.06,250.84,-16.11,-75.85,69.57,10.53,0.40,13.08,568.50,528.80,654.70,453340,60728,870452,-19.239517311997503,16.14289317315827,-0.3579851792006721
1221,2022-09-06,1,5.60,4.70,6.17,-2.9,-5.18,1.95,3.24,-3.81,5.65,-0.93,-5.64,5.34,134.77,58.51,292.72,-10.19,-76.66,75.83,9.47,4.91,13.28,563.40,534.20,610.30,575991,249208,1033989,-11.812975744549668,16.14289317315827,0.013341899171719684
1222,2022-09-07,1,5.15,4.32,5.84,-3.25,-5.70,1.73,1.7,-2.35,4.65,-0.26,-5.33,5.01,151.34,33.49,229.10,-2.96,-80.14,75.80,9.52,6.74,10.96,553.30,512.20,594.50,558266,277224,800791,-4.044676326936568,16.14289317315827,0.40175687005237465
1224,2022-09-09,2,5.52,4.45,6.90,-3.17,-5.66,4.17,1.83,-3.40,6.01,1.53,-6.60,5.09,142.06,15.82,304.30,16.80,-82.40,78.76,8.18,1.69,9.99,482.02,408.01,533.70,339514,43844,490964,21.08973846263703,16.14289317315827,1.6584776095310545
1225,2022-09-10,0,5.74,3.98,6.63,-2.45,-5.76,3.69,2.79,-3.44,5.74,-2.03,-5.83,4.54,118.91,4.49,342.58,-20.90,-81.72,55.33,3.21,1.31,4.79,440.07,395.42,496.06,83181,38120,158368,-25.627488925890233,16.14289317315827,-0.6773837598953085
1226,2022-09-11,0,5.28,3.26,6.53,-4.11,-5.98,3.16,2.17,-2.61,4.91,-0.71,-4.26,4.39,145.99,15.42,322.98,-7.84,-68.83,51.82,2.64,1.06,4.62,441.35,424.93,481.86,104050,52190,183044,-8.587477195781862,16.14289317315827,0.17461682661010997
1228,2022-09-13,2,4.22,3.43,5.61,-2.95,-5.01,2.84,2.47,-0.45,4.29,0.34,-2.26,3.28,125.48,40.74,185.22,4.28,-34.64,38.98,0.98,0.27,6.15,320.03,295.60,362.14,27169,10758,81544,5.03052984054112,16.14289317315827,0.8555171784262591
1229,2022-09-14,2,6.01,0.67,15.98,-1.38,-8.19,5.95,2.89,-3.47,13.15,-0.22,-10.48,11.00,81.72,2.52,358.80,-2.65,-74.92,49.26,27.13,6.44,54.97,303.60,285.50,348.70,26047,5942,48329,-3.9205308137985178,16.14289317315827,0.4079641457092772
1230,2022-09-15,1,12.92,10.06,15.97,-3.63,-10.05,4.73,1.81,-9.06,13.17,9.87,3.06,13.44,155.18,27.54,332.42,52.26,14.15,86.60,7.53,1.24,12.97,323.20,304.00,379.90,25470,9352,142466,42.766914965564254,16.14289317315827,2.7423364346774157
1231,2022-09-16,1,5.84,3.15,11.35,1.86,-7.13,4.81,-1.81,-8.43,5.23,4.15,-3.32,8.73,320.44,4.50,354.92,47.29,-46.33,82.65,7.32,3.99,16.30,338.80,321.90,367.10,51950,17266,169106,40.2930736751854,16.14289317315827,2.6186443701584725
1232,2022-09-17,1,8.06,6.09,10.91,3.75,-2.38,10.75,-4.78,-9.50,0.36,2.07,-6.33,9.46,305.27,16.06,357.37,14.90,-45.53,83.23,5.71,3.38,9.87,347.90,318.70,397.70,51175,16163,158654,17.87505692632481,16.14289317315827,1.4977435327154436
1233,2022-09-18,1,9.34,6.74,11.77,4.85,-3.44,9.38,-6.32,-9.88,5.55,2.57,-6.79,9.08,309.45,5.06,354.99,16.49,-52.54,77.66,10.69,6.22,14.19,451.30,363.00,545.60,169533,72992,428723,17.06757106860159,16.14289317315827,1.4573692398292826
1234,2022-09-19,1,7.11,4.01,8.97,3.52,-2.58,7.43,-4.25,-7.78,5.14,0.18,-5.96,6.74,309.69,4.34,356.30,1.53,-60.35,59.60,8.06,4.60,12.56,486.40,433.30,535.50,262479,75699,403475,1.8672226833240224,16.14289317315827,0.6973518205654041
1235,2022-09-20,1,5.11,2.28,6.12,2.36,-2.33,5.51,-3.16,-5.73,3.87,0.62,-3.95,4.37,311.07,2.29,357.27,7.36,-50.88,59.36,7.33,5.15,8.86,476.60,446.40,514.60,210999,143723,381861,8.827148071980163,16.14289317315827,1.0453480899982113
1237,2022-09-22,2,3.42,0.54,10.29,0.66,-7.21,4.99,0.78,-4.17,7.72,0.39,-2.03,4.00,48.19,1.69,358.98,6.75,-64.25,60.36,6.00,2.58,17.53,413.10,378.03,450.80,70175,29772,177484,19.626214470649245,16.14289317315827,1.5853014099316654
1238,2022-09-23,1,6.23,2.22,10.64,-1.16,-7.40,4.14,1.04,-6.44,7.92,-1.78,-7.17,7.18,155.22,4.49,352.00,-16.96,-82.94,76.31,8.02,4.45,17.56,410.00,384.10,478.10,115759,46097,284827,-36.96083770126534,16.14289317315827,-1.2440511986640639
1239,2022-09-24,1,4.99,2.86,6.96,-2.0,-4.86,2.67,0.65,-6.34,5.84,-2.39,-6.23,2.17,176.22,53.16,301.62,-29.72,-80.58,24.95,4.98,3.25,8.35,437.50,408.60,507.00,149788,90433,576306,-36.89734246181054,16.14289317315827,-1.2408764366913239
1240,2022-09-25,1,5.10,3.30,6.34,-3.04,-5.69,3.85,3.01,-1.90,4.92,-1.19,-4.52,1.63,132.17,58.80,347.98,-14.32,-57.89,21.26,3.63,1.43,10.61,360.40,299.40,409.90,40888,14273,135158,-15.002153222514924,16.14289317315827,-0.14611697472654317
1241,2022-09-26,1,4.59,1.97,16.52,0.05,-4.42,5.65,0.77,-9.55,12.41,0.63,-11.14,3.01,226.65,3.88,355.18,8.14,-79.83,36.26,13.06,8.24,48.54,300.80,291.20,367.30,23060,15010,92708,32.310881113389215,16.14289317315827,2.2195347420686637
1242,2022-09-27,1,15.70,5.19,29.38,3.25,-7.75,12.82,-5.72,-23.31,17.11,5.78,-14.43,28.03,304.03,8.81,355.48,38.85,-54.37,80.87,9.91,1.23,76.30,438.80,247.40,598.70,229990,5000,998698,33.42581292994843,16.14289317315827,2.2752813328966246
1243,2022-09-28,1,5.41,4.38,6.20,4.81,-0.33,5.85,-1.63,-4.52,0.68,1.25,-1.17,3.38,340.43,0.36,359.70,13.34,-12.03,45.06,9.13,5.05,12.94,540.50,469.00,592.50,537910,217609,864140,13.441240990712519,16.14289317315827,1.276052735934829
1244,2022-09-29,1,4.63,1.22,6.90,-0.73,-4.79,5.89,-0.15,-5.65,4.13,0.08,-3.28,4.08,192.39,5.33,357.22,1.13,-67.00,65.99,9.15,4.13,12.65,501.10,461.20,548.70,225466,91231,518640,6.0922916028565055,16.14289317315827,0.9086052665420283
1246,2022-10-01,2,7.01,6.20,9.56,-6.56,-8.97,-5.10,-0.03,-2.37,6.76,-0.12,-3.06,6.23,171.08,132.06,201.16,-1.02,-28.26,44.89,1.36,0.10,17.46,434.96,378.27,556.60,144825,36526,1215996,-1.0477904404080243,16.14289317315827,0.5516011643788018
1248,2022-10-03,2,8.87,4.96,15.24,-6.19,-12.58,0.64,3.32,-3.71,11.92,1.58,-11.97,11.53,153.12,96.46,265.95,10.59,-77.99,72.66,1.03,0.11,14.22,492.79,423.26,607.63,246196,49075,1123762,12.377643600614585,16.14289317315827,1.2228728664299324
1249,2022-10-04,1,6.42,3.48,8.34,-3.52,-7.71,2.97,2.55,-6.98,6.16,-0.82,-6.12,5.82,154.51,81.13,293.62,-7.63,-71.31,65.77,10.97,9.83,15.33,545.90,501.40,588.30,505046,309134,804799,-10.502451115755726,16.14289317315827,0.07886813061141673
1250,2022-10-05,1,4.23,3.40,8.40,-2.23,-6.28,1.69,2.48,-2.63,6.33,-0.81,-6.84,5.72,135.88,57.54,264.22,-10.26,-77.20,69.99,9.74,5.92,11.83,521.40,454.30,547.70,319028,93948,513617,-13.279173437825728,16.14289317315827,-0.059967985492083375
1251,2022-10-06,1,5.81,4.08,6.95,-3.12,-5.96,2.98,1.98,-4.41,5.86,-1.83,-6.27,5.42,149.07,19.15,314.56,-18.14,-82.95,71.91,9.60,5.27,12.02,501.80,458.30,536.80,287786,98885,637599,-23.931260540979455,16.14289317315827,-0.5925723406497696
1252,2022-10-07,1,6.54,5.44,7.71,-5.11,-6.75,0.12,2.76,-2.83,6.07,1.07,-6.50,5.04,152.35,84.75,216.84,9.38,-65.56,50.84,9.29,4.75,18.99,507.70,444.40,582.50,340935,124081,1266692,10.269884981229337,16.14289317315827,1.11748493546067
1253,2022-10-08,1,5.85,3.85,6.38,-4.41,-6.22,-0.12,1.75,-3.72,5.42,-1.2,-5.42,3.99,158.92,96.46,250.01,-11.74,-69.43,56.33,8.43,6.69,10.78,507.70,485.90,549.40,281627,220131,452151,-13.777189224169692,16.14289317315827,-0.08486877480928157
1254,2022-10-09,1,5.34,2.73,6.73,-2.94,-5.75,3.75,2.11,-3.60,5.62,-2.28,-5.70,3.38,142.29,12.28,313.43,-26.18,-72.25,63.80,11.24,8.67,13.73,562.60,514.30,620.00,626706,172752,1051816,-28.06046961382028,16.14289317315827,-0.799032794291811
1256,2022-10-11,2,4.12,3.20,4.71,-3.46,-4.31,3.00,1.73,-1.62,3.76,-0.64,-3.23,1.84,152.38,96.76,333.87,-9.29,-51.51,26.20,3.02,0.10,13.02,442.90,371.40,535.20,133745,5000,969996,-9.270319754206666,16.14289317315827,0.14047469868886975
1257,2022-10-12,2,3.37,1.65,4.42,2.37,-2.41,4.12,-0.32,-2.01,3.67,-1.77,-3.78,1.14,11.19,2.95,356.42,-30.73,-81.67,17.12,2.70,0.10,6.29,371.90,333.26,394.40,43933,5000,109071,-30.74862767872184,16.14289317315827,-0.933440697536889
1259,2022-10-14,2,12.17,4.89,17.71,1.95,-4.84,10.40,-7.85,-15.77,5.97,0.9,-13.96,13.99,287.28,3.10,352.69,4.65,-81.53,79.62,9.68,2.45,25.68,387.00,290.63,474.80,123568,12354,246689,6.310449967382652,16.14289317315827,0.9195131847683357
1260,2022-10-15,1,7.43,4.83,12.15,3.01,-2.90,9.79,-4.95,-10.47,2.94,2.86,-7.36,11.05,301.86,7.70,355.88,21.17,-72.96,81.33,10.57,7.48,13.57,516.70,417.30,588.60,327212,131058,642994,23.87745069797034,16.14289317315827,1.79786322129772
1261,2022-10-16,1,5.77,4.20,6.44,2.33,-1.56,5.29,-2.4,-5.82,5.24,1.01,-6.09,5.53,332.16,4.30,356.74,10.94,-78.63,72.26,10.02,8.92,11.61,576.30,545.00,601.40,580490,392988,873842,16.122231787735558,16.14289317315827,1.410102275785981
1262,2022-10-17,1,5.15,3.81,6.02,2.41,-1.51,5.09,-2.43,-5.77,1.97,2.91,-4.07,5.14,317.23,3.75,358.41,34.32,-66.96,82.34,10.27,8.21,21.29,554.80,516.40,644.30,540898,388456,1593268,32.933939971448744,16.14289317315827,2.2506876849716404
1264,2022-10-19,2,4.88,3.59,5.86,3.58,0.45,4.94,-2.88,-4.86,0.76,-0.09,-3.73,3.41,322.36,1.77,358.22,-1.13,-43.54,53.64,4.11,0.79,6.47,440.50,392.57,481.20,138014,41408,306802,-1.1219512343283105,16.14289317315827,0.5478931246827875
1265,2022-10-20,1,5.16,3.08,6.71,3.65,-2.55,5.54,-2.09,-6.14,2.50,-0.71,-4.51,4.04,330.27,1.45,357.96,-8.12,-44.35,57.20,5.47,2.65,9.50,418.30,404.50,471.10,95988,19317,187246,-9.45028807795447,16.14289317315827,0.13147628250147958
1266,2022-10-21,1,5.79,3.07,9.61,2.02,-3.22,5.43,4.3,-4.63,8.86,0.59,-3.45,4.63,41.07,2.60,356.78,5.86,-40.90,44.80,9.42,6.39,17.25,368.90,353.40,421.70,24561,11696,63336,7.025821503697522,16.14289317315827,0.9552817615840792
1267,2022-10-22,1,10.31,8.44,12.02,0.42,-6.57,7.02,1.73,-10.34,10.44,-4.01,-10.72,7.70,127.47,72.95,318.56,-22.76,-76.65,56.10,13.84,5.03,25.09,353.50,331.00,411.50,65983,27872,168533,-42.42662719145447,16.14289317315827,-1.5173406731735206
1268,2022-10-23,1,10.15,6.79,12.42,6.39,-1.06,10.10,-4.24,-10.76,7.77,2.94,-6.35,8.77,333.22,2.21,358.22,17.06,-60.29,66.94,8.45,4.59,16.80,514.60,373.00,557.70,284588,73733,429557,19.695806013516563,16.14289317315827,1.5887809870750313
1270,2022-10-25,2,3.57,1.47,4.59,0.99,-3.03,4.30,-1.61,-4.04,2.62,1.35,-3.68,3.55,299.77,4.21,354.58,21.39,-69.61,83.13,4.48,0.10,5.63,415.20,378.20,462.11,83100,31041,216842,30.166559266931557,16.14289317315827,2.112318649745781
1271,2022-10-26,1,4.63,1.95,6.81,2.63,-3.55,4.79,-0.66,-4.91,5.32,0.57,-4.70,3.89,338.76,1.29,358.81,8.25,-66.73,53.99,6.61,3.61,18.16,360.80,338.70,380.40,57634,15188,88508,11.624482154435436,16.14289317315827,1.185214794120975
1272,2022-10-27,1,6.30,2.03,9.36,-2.13,-7.19,4.22,1.89,-5.10,6.89,0.01,-6.96,5.72,146.30,31.91,329.43,0.11,-84.57,61.95,8.08,5.37,15.12,402.60,369.30,471.80,86202,41237,257682,0.20120303115946075,16.14289317315827,0.6140508379571761
1273,2022-10-28,1,6.49,2.02,11.97,-1.25,-9.68,6.83,3.08,-5.18,9.56,-1.22,-8.76,9.58,98.30,3.05,355.90,-12.17,-73.67,60.10,9.86,5.16,15.62,443.90,357.20,551.30,139538,36501,506822,-19.011616692981285,16.14289317315827,-0.34659014824986123
1274,2022-10-29,1,6.09,5.09,11.19,-3.94,-7.72,2.73,3.07,-5.46,7.87,-0.68,-8.78,5.84,143.91,63.62,291.28,-5.75,-79.61,59.53,11.01,8.96,13.99,538.60,514.30,601.00,394310,194020,584806,-7.682592387619531,16.14289317315827,0.2198610670182265
1275,2022-10-30,1,4.65,3.80,5.69,-2.5,-4.82,3.02,2.31,-3.56,4.65,-0.53,-4.29,5.08,141.37,25.06,344.15,-6.49,-65.06,77.23,9.73,7.70,13.42,528.30,498.80,577.60,380315,189227,536427,-8.746534134138908,16.14289317315827,0.16666397969225766
1276,2022-10-31,1,4.78,3.71,6.01,-0.71,-4.29,3.23,3.11,-2.20,5.34,-2.57,-4.81,3.03,98.87,10.65,337.71,-32.83,-76.95,42.60,9.20,3.73,11.21,479.00,441.30,531.80,258692,105350,531693,-32.10287697086992,16.14289317315827,-1.001153162144293
1277,2022-11-01,1,4.51,2.87,5.09,-3.06,-4.56,3.56,1.73,-1.68,4.56,0.86,-4.60,3.60,138.33,3.24,353.17,11.93,-78.33,57.48,4.95,3.18,10.79,434.40,411.40,486.50,109288,63521,318935,13.368046236643346,16.14289317315827,1.2723929982313704
